tokenID,name,description,file_name,attributes[Pad],attributes[Glow],attributes[Pelt],attributes[Fit],attributes[Mug],attributes[Gear]
57,Hoodkin #57,A looping chibi-raccoon PFP. Bandit mask. Ears twitch. Eyes blink. Minted on Robinhood Chain.,57.gif,Slate,Lime Halo,Snow,Forest Hoodie,Smirk,Shades
58,Hoodkin #58,A looping chibi-raccoon PFP. Bandit mask. Ears twitch. Eyes blink. Minted on Robinhood Chain.,58.gif,Mint,Sparkle,Moss,Forest Hoodie,Blink,Beanie
59,Hoodkin #59,A looping chibi-raccoon PFP. Bandit mask. Ears twitch. Eyes blink. Minted on Robinhood Chain.,59.gif,Mist,No glow,Rust,No fit,Coin,Phone
60,Hoodkin #60,A looping chibi-raccoon PFP. Bandit mask. Ears twitch. Eyes blink. Minted on Robinhood Chain.,60.gif,Amber,Lime Halo,Silver,Cream Polo,Blink,Beanie
61,Hoodkin #61,A looping chibi-raccoon PFP. Bandit mask. Ears twitch. Eyes blink. Minted on Robinhood Chain.,61.gif,Mint,No glow,Ink,Ink Jacket,Blink,Phone
62,Hoodkin #62,A looping chibi-raccoon PFP. Bandit mask. Ears twitch. Eyes blink. Minted on Robinhood Chain.,62.gif,Mint,No glow,Moss,Ink Jacket,Blink,None
63,Hoodkin #63,A looping chibi-raccoon PFP. Bandit mask. Ears twitch. Eyes blink. Minted on Robinhood Chain.,63.gif,Amber,No glow,Rust,Ink Jacket,Wink,Shades
64,Hoodkin #64,A looping chibi-raccoon PFP. Bandit mask. Ears twitch. Eyes blink. Minted on Robinhood Chain.,64.gif,Mist,No glow,Silver,Forest Hoodie,Coin,Back Cap
65,Hoodkin #65,A looping chibi-raccoon PFP. Bandit mask. Ears twitch. Eyes blink. Minted on Robinhood Chain.,65.gif,Mint,Lime Halo,Moss,Clay Cardigan,Spark,Coffee
66,Hoodkin #66,A looping chibi-raccoon PFP. Bandit mask. Ears twitch. Eyes blink. Minted on Robinhood Chain.,66.gif,Mist,Gold Dust,Silver,No fit,Blink,Shades
67,Hoodkin #67,A looping chibi-raccoon PFP. Bandit mask. Ears twitch. Eyes blink. Minted on Robinhood Chain.,67.gif,Night Tape,Lime Halo,Silver,Ink Jacket,Spark,Shades
68,Hoodkin #68,A looping chibi-raccoon PFP. Bandit mask. Ears twitch. Eyes blink. Minted on Robinhood Chain.,68.gif,Ledger,No glow,Ink,Blue Tee,Wide,Beanie
69,Hoodkin #69,A looping chibi-raccoon PFP. Bandit mask. Ears twitch. Eyes blink. Minted on Robinhood Chain.,69.gif,Mint,No glow,Silver,No fit,Sleepy,None
70,Hoodkin #70,A looping chibi-raccoon PFP. Bandit mask. Ears twitch. Eyes blink. Minted on Robinhood Chain.,70.gif,Amber,No glow,Honey,Cream Polo,Smirk,Shades
71,Hoodkin #71,A looping chibi-raccoon PFP. Bandit mask. Ears twitch. Eyes blink. Minted on Robinhood Chain.,71.gif,Blotter,Sparkle,Silver,Cream Polo,Blink,None
72,Hoodkin #72,A looping chibi-raccoon PFP. Bandit mask. Ears twitch. Eyes blink. Minted on Robinhood Chain.,72.gif,Mist,Blush Bloom,Silver,Clay Cardigan,Coin,Back Cap
73,Hoodkin #73,A looping chibi-raccoon PFP. Bandit mask. Ears twitch. Eyes blink. Minted on Robinhood Chain.,73.gif,Ledger,Sparkle,Snow,Clay Cardigan,Sleepy,Bucket Hat
74,Hoodkin #74,A looping chibi-raccoon PFP. Bandit mask. Ears twitch. Eyes blink. Minted on Robinhood Chain.,74.gif,Mist,Gold Dust,Moss,Blue Tee,Smirk,Coffee
75,Hoodkin #75,A looping chibi-raccoon PFP. Bandit mask. Ears twitch. Eyes blink. Minted on Robinhood Chain.,75.gif,Mint,Lime Halo,Moss,Ink Jacket,Spark,Coffee
76,Hoodkin #76,A looping chibi-raccoon PFP. Bandit mask. Ears twitch. Eyes blink. Minted on Robinhood Chain.,76.gif,Mint,No glow,Rust,Ink Jacket,Wink,Coffee
77,Hoodkin #77,A looping chibi-raccoon PFP. Bandit mask. Ears twitch. Eyes blink. Minted on Robinhood Chain.,77.gif,Ledger,Lime Halo,Snow,Forest Hoodie,Smirk,Shades
78,Hoodkin #78,A looping chibi-raccoon PFP. Bandit mask. Ears twitch. Eyes blink. Minted on Robinhood Chain.,78.gif,Night Tape,No glow,Snow,Cream Polo,Coin,Headphones
79,Hoodkin #79,A looping chibi-raccoon PFP. Bandit mask. Ears twitch. Eyes blink. Minted on Robinhood Chain.,79.gif,Amber,Lime Halo,Rust,Ink Jacket,Wink,Beanie
80,Hoodkin #80,A looping chibi-raccoon PFP. Bandit mask. Ears twitch. Eyes blink. Minted on Robinhood Chain.,80.gif,Mist,Lime Halo,Ink,Clay Cardigan,Wink,Phone
81,Hoodkin #81,A looping chibi-raccoon PFP. Bandit mask. Ears twitch. Eyes blink. Minted on Robinhood Chain.,81.gif,Amber,Blush Bloom,Ink,No fit,Blink,None
82,Hoodkin #82,A looping chibi-raccoon PFP. Bandit mask. Ears twitch. Eyes blink. Minted on Robinhood Chain.,82.gif,Blush,Gold Dust,Silver,No fit,Coin,None
83,Hoodkin #83,A looping chibi-raccoon PFP. Bandit mask. Ears twitch. Eyes blink. Minted on Robinhood Chain.,83.gif,Mist,Sparkle,Silver,Clay Cardigan,Heart,Bucket Hat
84,Hoodkin #84,A looping chibi-raccoon PFP. Bandit mask. Ears twitch. Eyes blink. Minted on Robinhood Chain.,84.gif,Blush,Lime Halo,Snow,Clay Cardigan,Blink,None
85,Hoodkin #85,A looping chibi-raccoon PFP. Bandit mask. Ears twitch. Eyes blink. Minted on Robinhood Chain.,85.gif,Mist,Sparkle,Ink,Cream Polo,Heart,Bucket Hat
86,Hoodkin #86,A looping chibi-raccoon PFP. Bandit mask. Ears twitch. Eyes blink. Minted on Robinhood Chain.,86.gif,Ledger,No glow,Rust,No fit,Spark,Phone
87,Hoodkin #87,A looping chibi-raccoon PFP. Bandit mask. Ears twitch. Eyes blink. Minted on Robinhood Chain.,87.gif,Blush,Blush Bloom,Honey,Cream Polo,Blink,Phone
88,Hoodkin #88,A looping chibi-raccoon PFP. Bandit mask. Ears twitch. Eyes blink. Minted on Robinhood Chain.,88.gif,Mist,No glow,Silver,Ink Jacket,Wink,None
89,Hoodkin #89,A looping chibi-raccoon PFP. Bandit mask. Ears twitch. Eyes blink. Minted on Robinhood Chain.,89.gif,Blush,Blush Bloom,Silver,Cream Polo,Coin,Phone
90,Hoodkin #90,A looping chibi-raccoon PFP. Bandit mask. Ears twitch. Eyes blink. Minted on Robinhood Chain.,90.gif,Mist,Sparkle,Moss,No fit,Heart,Bucket Hat
91,Hoodkin #91,A looping chibi-raccoon PFP. Bandit mask. Ears twitch. Eyes blink. Minted on Robinhood Chain.,91.gif,Ledger,Gold Dust,Honey,Ink Jacket,Wide,Coffee
92,Hoodkin #92,A looping chibi-raccoon PFP. Bandit mask. Ears twitch. Eyes blink. Minted on Robinhood Chain.,92.gif,Mist,Sparkle,Honey,Blue Tee,Wide,Coffee
93,Hoodkin #93,A looping chibi-raccoon PFP. Bandit mask. Ears twitch. Eyes blink. Minted on Robinhood Chain.,93.gif,Mist,No glow,Ink,Cream Polo,Wink,Shades
94,Hoodkin #94,A looping chibi-raccoon PFP. Bandit mask. Ears twitch. Eyes blink. Minted on Robinhood Chain.,94.gif,Slate,Gold Dust,Snow,Clay Cardigan,Wink,None
95,Hoodkin #95,A looping chibi-raccoon PFP. Bandit mask. Ears twitch. Eyes blink. Minted on Robinhood Chain.,95.gif,Blush,Blush Bloom,Snow,Blue Tee,Sleepy,Phone
96,Hoodkin #96,A looping chibi-raccoon PFP. Bandit mask. Ears twitch. Eyes blink. Minted on Robinhood Chain.,96.gif,Mint,Gold Dust,Silver,Clay Cardigan,Coin,Headphones
97,Hoodkin #97,A looping chibi-raccoon PFP. Bandit mask. Ears twitch. Eyes blink. Minted on Robinhood Chain.,97.gif,Amber,Sparkle,Rust,Cream Polo,Sleepy,None
98,Hoodkin #98,A looping chibi-raccoon PFP. Bandit mask. Ears twitch. Eyes blink. Minted on Robinhood Chain.,98.gif,Mist,Lime Halo,Honey,Ink Jacket,Heart,Shades
99,Hoodkin #99,A looping chibi-raccoon PFP. Bandit mask. Ears twitch. Eyes blink. Minted on Robinhood Chain.,99.gif,Ledger,No glow,Honey,Ink Jacket,Wink,None
100,Hoodkin #100,A looping chibi-raccoon PFP. Bandit mask. Ears twitch. Eyes blink. Minted on Robinhood Chain.,100.gif,Blush,Lime Halo,Silver,Forest Hoodie,Wide,None
101,Hoodkin #101,A looping chibi-raccoon PFP. Bandit mask. Ears twitch. Eyes blink. Minted on Robinhood Chain.,101.gif,Slate,No glow,Snow,Ink Jacket,Heart,Bucket Hat
102,Hoodkin #102,A looping chibi-raccoon PFP. Bandit mask. Ears twitch. Eyes blink. Minted on Robinhood Chain.,102.gif,Mint,Gold Dust,Silver,Clay Cardigan,Sleepy,Back Cap
103,Hoodkin #103,A looping chibi-raccoon PFP. Bandit mask. Ears twitch. Eyes blink. Minted on Robinhood Chain.,103.gif,Ledger,Gold Dust,Silver,Clay Cardigan,Wink,Headphones
104,Hoodkin #104,A looping chibi-raccoon PFP. Bandit mask. Ears twitch. Eyes blink. Minted on Robinhood Chain.,104.gif,Blush,Sparkle,Moss,Cream Polo,Heart,Headphones
105,Hoodkin #105,A looping chibi-raccoon PFP. Bandit mask. Ears twitch. Eyes blink. Minted on Robinhood Chain.,105.gif,Night Tape,Gold Dust,Ink,Forest Hoodie,Wink,None
106,Hoodkin #106,A looping chibi-raccoon PFP. Bandit mask. Ears twitch. Eyes blink. Minted on Robinhood Chain.,106.gif,Night Tape,No glow,Silver,Ink Jacket,Spark,None
107,Hoodkin #107,A looping chibi-raccoon PFP. Bandit mask. Ears twitch. Eyes blink. Minted on Robinhood Chain.,107.gif,Slate,No glow,Moss,Cream Polo,Blink,Headphones
108,Hoodkin #108,A looping chibi-raccoon PFP. Bandit mask. Ears twitch. Eyes blink. Minted on Robinhood Chain.,108.gif,Mint,No glow,Ink,Ink Jacket,Blink,Beanie
109,Hoodkin #109,A looping chibi-raccoon PFP. Bandit mask. Ears twitch. Eyes blink. Minted on Robinhood Chain.,109.gif,Blotter,No glow,Rust,Ink Jacket,Blink,Shades
110,Hoodkin #110,A looping chibi-raccoon PFP. Bandit mask. Ears twitch. Eyes blink. Minted on Robinhood Chain.,110.gif,Slate,No glow,Honey,Clay Cardigan,Sleepy,None
111,Hoodkin #111,A looping chibi-raccoon PFP. Bandit mask. Ears twitch. Eyes blink. Minted on Robinhood Chain.,111.gif,Mint,No glow,Silver,Forest Hoodie,Blink,None
112,Hoodkin #112,A looping chibi-raccoon PFP. Bandit mask. Ears twitch. Eyes blink. Minted on Robinhood Chain.,112.gif,Night Tape,Blush Bloom,Moss,Blue Tee,Sleepy,Back Cap
113,Hoodkin #113,A looping chibi-raccoon PFP. Bandit mask. Ears twitch. Eyes blink. Minted on Robinhood Chain.,113.gif,Mist,Gold Dust,Honey,Clay Cardigan,Wink,Phone
114,Hoodkin #114,A looping chibi-raccoon PFP. Bandit mask. Ears twitch. Eyes blink. Minted on Robinhood Chain.,114.gif,Night Tape,Blush Bloom,Rust,Cream Polo,Spark,None
115,Hoodkin #115,A looping chibi-raccoon PFP. Bandit mask. Ears twitch. Eyes blink. Minted on Robinhood Chain.,115.gif,Mint,No glow,Rust,Clay Cardigan,Smirk,Back Cap
116,Hoodkin #116,A looping chibi-raccoon PFP. Bandit mask. Ears twitch. Eyes blink. Minted on Robinhood Chain.,116.gif,Mist,Sparkle,Moss,Ink Jacket,Heart,Back Cap
117,Hoodkin #117,A looping chibi-raccoon PFP. Bandit mask. Ears twitch. Eyes blink. Minted on Robinhood Chain.,117.gif,Mint,No glow,Honey,Ink Jacket,Smirk,Phone
118,Hoodkin #118,A looping chibi-raccoon PFP. Bandit mask. Ears twitch. Eyes blink. Minted on Robinhood Chain.,118.gif,Slate,Lime Halo,Ink,Forest Hoodie,Wink,Coffee
119,Hoodkin #119,A looping chibi-raccoon PFP. Bandit mask. Ears twitch. Eyes blink. Minted on Robinhood Chain.,119.gif,Ledger,Sparkle,Snow,Cream Polo,Spark,Coffee
120,Hoodkin #120,A looping chibi-raccoon PFP. Bandit mask. Ears twitch. Eyes blink. Minted on Robinhood Chain.,120.gif,Night Tape,Blush Bloom,Silver,Cream Polo,Sleepy,None
121,Hoodkin #121,A looping chibi-raccoon PFP. Bandit mask. Ears twitch. Eyes blink. Minted on Robinhood Chain.,121.gif,Mist,No glow,Honey,Ink Jacket,Wink,Shades
122,Hoodkin #122,A looping chibi-raccoon PFP. Bandit mask. Ears twitch. Eyes blink. Minted on Robinhood Chain.,122.gif,Mint,Lime Halo,Honey,Cream Polo,Wink,Headphones
123,Hoodkin #123,A looping chibi-raccoon PFP. Bandit mask. Ears twitch. Eyes blink. Minted on Robinhood Chain.,123.gif,Night Tape,No glow,Rust,Ink Jacket,Coin,Shades
124,Hoodkin #124,A looping chibi-raccoon PFP. Bandit mask. Ears twitch. Eyes blink. Minted on Robinhood Chain.,124.gif,Mist,Gold Dust,Moss,Clay Cardigan,Wink,Bucket Hat
125,Hoodkin #125,A looping chibi-raccoon PFP. Bandit mask. Ears twitch. Eyes blink. Minted on Robinhood Chain.,125.gif,Mint,No glow,Silver,No fit,Coin,Back Cap
126,Hoodkin #126,A looping chibi-raccoon PFP. Bandit mask. Ears twitch. Eyes blink. Minted on Robinhood Chain.,126.gif,Slate,No glow,Silver,No fit,Coin,Back Cap
127,Hoodkin #127,A looping chibi-raccoon PFP. Bandit mask. Ears twitch. Eyes blink. Minted on Robinhood Chain.,127.gif,Night Tape,Blush Bloom,Moss,Clay Cardigan,Spark,Phone
128,Hoodkin #128,A looping chibi-raccoon PFP. Bandit mask. Ears twitch. Eyes blink. Minted on Robinhood Chain.,128.gif,Blotter,No glow,Honey,Cream Polo,Wink,Headphones
129,Hoodkin #129,A looping chibi-raccoon PFP. Bandit mask. Ears twitch. Eyes blink. Minted on Robinhood Chain.,129.gif,Slate,Lime Halo,Rust,Forest Hoodie,Wide,None
130,Hoodkin #130,A looping chibi-raccoon PFP. Bandit mask. Ears twitch. Eyes blink. Minted on Robinhood Chain.,130.gif,Night Tape,Blush Bloom,Moss,Forest Hoodie,Spark,Headphones
131,Hoodkin #131,A looping chibi-raccoon PFP. Bandit mask. Ears twitch. Eyes blink. Minted on Robinhood Chain.,131.gif,Slate,Lime Halo,Silver,Forest Hoodie,Spark,Shades
132,Hoodkin #132,A looping chibi-raccoon PFP. Bandit mask. Ears twitch. Eyes blink. Minted on Robinhood Chain.,132.gif,Amber,Blush Bloom,Honey,Clay Cardigan,Sleepy,Headphones
133,Hoodkin #133,A looping chibi-raccoon PFP. Bandit mask. Ears twitch. Eyes blink. Minted on Robinhood Chain.,133.gif,Ledger,Lime Halo,Honey,Ink Jacket,Wink,Beanie
134,Hoodkin #134,A looping chibi-raccoon PFP. Bandit mask. Ears twitch. Eyes blink. Minted on Robinhood Chain.,134.gif,Mint,No glow,Honey,Ink Jacket,Spark,Coffee
135,Hoodkin #135,A looping chibi-raccoon PFP. Bandit mask. Ears twitch. Eyes blink. Minted on Robinhood Chain.,135.gif,Mint,Blush Bloom,Rust,Cream Polo,Sleepy,Bucket Hat
136,Hoodkin #136,A looping chibi-raccoon PFP. Bandit mask. Ears twitch. Eyes blink. Minted on Robinhood Chain.,136.gif,Amber,Gold Dust,Moss,No fit,Wink,Shades
137,Hoodkin #137,A looping chibi-raccoon PFP. Bandit mask. Ears twitch. Eyes blink. Minted on Robinhood Chain.,137.gif,Night Tape,Lime Halo,Silver,Forest Hoodie,Wink,Beanie
138,Hoodkin #138,A looping chibi-raccoon PFP. Bandit mask. Ears twitch. Eyes blink. Minted on Robinhood Chain.,138.gif,Ledger,Gold Dust,Silver,No fit,Sleepy,None
139,Hoodkin #139,A looping chibi-raccoon PFP. Bandit mask. Ears twitch. Eyes blink. Minted on Robinhood Chain.,139.gif,Mist,Sparkle,Moss,No fit,Coin,None
140,Hoodkin #140,A looping chibi-raccoon PFP. Bandit mask. Ears twitch. Eyes blink. Minted on Robinhood Chain.,140.gif,Blotter,No glow,Rust,Forest Hoodie,Wink,Beanie
141,Hoodkin #141,A looping chibi-raccoon PFP. Bandit mask. Ears twitch. Eyes blink. Minted on Robinhood Chain.,141.gif,Blush,Lime Halo,Honey,Cream Polo,Wide,Shades
142,Hoodkin #142,A looping chibi-raccoon PFP. Bandit mask. Ears twitch. Eyes blink. Minted on Robinhood Chain.,142.gif,Amber,Sparkle,Silver,Cream Polo,Coin,Coffee
143,Hoodkin #143,A looping chibi-raccoon PFP. Bandit mask. Ears twitch. Eyes blink. Minted on Robinhood Chain.,143.gif,Mint,Blush Bloom,Honey,Clay Cardigan,Blink,Phone
